1	9	10
1	10	2
2	10	11
2	11	3
3	11	12
3	12	4
4	12	13
4	13	5
5	13	14
5	14	6
6	14	15
6	15	7
7	15	16
7	16	8
9	17	18
9	18	10
10	18	19
10	19	11
11	19	20
11	20	12
12	20	21
12	21	13
13	21	22
13	22	14
14	22	23
14	23	15
15	23	24
15	24	16
17	25	26
17	26	18
18	26	27
18	27	19
19	27	28
19	28	20
20	28	29
20	29	21
21	29	30
21	30	22
22	30	31
22	31	23
23	31	32
23	32	24
25	33	34
25	34	26
26	34	35
26	35	27
27	35	36
27	36	28
28	36	37
28	37	29
29	37	38
29	38	30
30	38	39
30	39	31
31	39	40
31	40	32
33	41	42
33	42	34
34	42	43
34	43	35
35	43	44
35	44	36
36	44	45
36	45	37
37	45	46
37	46	38
38	46	47
38	47	39
39	47	48
39	48	40
41	49	50
41	50	42
42	50	51
42	51	43
43	51	52
43	52	44
44	52	53
44	53	45
45	53	54
45	54	46
46	54	55
46	55	47
47	55	56
47	56	48
49	57	58
49	58	50
50	58	59
50	59	51
51	59	60
51	60	52
52	60	61
52	61	53
53	61	62
53	62	54
54	62	63
54	63	55
55	63	64
55	64	56
57	65	66
57	66	58
58	66	67
58	67	59
59	67	68
59	68	60
60	68	69
60	69	61
61	69	70
61	70	62
62	70	71
62	71	63
63	71	72
63	72	64
65	73	74
65	74	66
66	74	75
66	75	67
67	75	76
67	76	68
68	76	77
68	77	69
69	77	78
69	78	70
70	78	79
70	79	71
71	79	80
71	80	72
73	81	82
73	82	74
74	82	83
74	83	75
75	83	84
75	84	76
76	84	85
76	85	77
77	85	86
77	86	78
78	86	87
78	87	79
79	87	88
79	88	80
81	89	90
81	90	82
82	90	91
82	91	83
83	91	92
83	92	84
84	92	93
84	93	85
85	93	94
85	94	86
86	94	95
86	95	87
87	95	96
87	96	88
89	97	98
89	98	90
90	98	99
90	99	91
91	99	100
91	100	92
92	100	101
92	101	93
93	101	102
93	102	94
94	102	103
94	103	95
95	103	104
95	104	96
97	105	106
97	106	98
98	106	107
98	107	99
99	107	108
99	108	100
100	108	109
100	109	101
101	109	110
101	110	102
102	110	111
102	111	103
103	111	112
103	112	104
105	113	114
105	114	106
106	114	115
106	115	107
107	115	116
107	116	108
108	116	117
108	117	109
109	117	118
109	118	110
110	118	119
110	119	111
111	119	120
111	120	112
119	121	120
119	122	121
118	122	119
118	123	122
117	123	118
117	124	123
116	124	117
116	125	124
115	125	116
115	126	125
114	126	115
114	127	126
113	127	114
113	128	127
121	122	129
122	130	129
122	123	130
123	131	130
123	124	131
124	132	131
124	125	132
125	133	132
125	126	133
126	134	133
126	127	134
127	135	134
127	128	135
128	136	135
129	130	137
130	138	137
130	131	138
131	139	138
131	132	139
132	140	139
132	133	140
133	141	140
133	134	141
134	142	141
134	135	142
135	143	142
135	136	143
136	144	143
137	138	145
138	146	145
138	139	146
139	147	146
139	140	147
140	148	147
140	141	148
141	149	148
141	142	149
142	150	149
142	143	150
143	151	150
143	144	151
144	152	151
145	146	153
146	154	153
146	147	154
147	155	154
147	148	155
148	156	155
148	149	156
149	157	156
149	150	157
150	158	157
150	151	158
151	159	158
151	152	159
152	160	159
153	154	161
154	162	161
154	155	162
155	163	162
155	156	163
156	164	163
156	157	164
157	165	164
157	158	165
158	166	165
158	159	166
159	167	166
159	160	167
160	168	167
161	162	169
162	170	169
162	163	170
163	171	170
163	164	171
164	172	171
164	165	172
165	173	172
165	166	173
166	174	173
166	167	174
167	175	174
167	168	175
168	176	175
169	170	177
170	178	177
170	171	178
171	179	178
171	172	179
172	180	179
172	173	180
173	181	180
173	174	181
174	182	181
174	175	182
175	183	182
175	176	183
176	184	183
177	178	185
178	186	185
178	179	186
179	187	186
179	180	187
180	188	187
180	181	188
181	189	188
181	182	189
182	190	189
182	183	190
183	191	190
183	184	191
184	192	191
185	186	193
186	194	193
186	187	194
187	195	194
187	188	195
188	196	195
188	189	196
189	197	196
189	190	197
190	198	197
190	191	198
191	199	198
191	192	199
192	200	199
193	194	201
194	202	201
194	195	202
195	203	202
195	196	203
196	204	203
196	197	204
197	205	204
197	198	205
198	206	205
198	199	206
199	207	206
199	200	207
200	208	207
201	202	209
202	210	209
202	203	210
203	211	210
203	204	211
204	212	211
204	205	212
205	213	212
205	206	213
206	214	213
206	207	214
207	215	214
207	208	215
208	216	215
209	210	217
210	218	217
210	211	218
211	219	218
211	212	219
212	220	219
212	213	220
213	221	220
213	214	221
214	222	221
214	215	222
215	223	222
215	216	223
216	224	223
217	218	8
218	7	8
218	219	7
219	6	7
219	220	6
220	5	6
220	221	5
221	4	5
221	222	4
222	3	4
222	223	3
223	2	3
223	224	2
224	1	2
8	16	217
217	16	225
16	24	225
225	24	226
24	32	226
226	32	227
32	40	227
227	40	228
40	48	228
228	48	229
48	56	229
229	56	230
56	64	230
230	64	72
217	225	209
209	225	231
209	231	201
201	231	237
201	237	193
193	237	243
193	243	185
185	243	249
185	249	177
177	249	255
225	226	231
231	226	232
231	232	237
237	232	238
237	238	243
243	238	244
243	244	249
249	244	250
249	250	255
255	250	256
226	227	232
232	227	233
232	233	238
238	233	239
238	239	244
244	239	245
244	245	250
250	245	251
250	251	256
256	251	257
227	228	233
233	228	234
233	234	239
239	234	240
239	240	245
245	240	246
245	246	251
251	246	252
251	252	257
257	252	258
228	229	234
234	229	235
234	235	240
240	235	241
240	241	246
246	241	247
246	247	252
252	247	253
252	253	258
258	253	259
229	230	235
235	230	236
235	236	241
241	236	242
241	242	247
247	242	248
247	248	253
253	248	254
253	254	259
259	254	260
230	72	236
236	72	80
236	80	242
242	80	88
242	88	248
248	88	96
248	96	254
254	96	104
254	104	260
260	104	112
112	121	260
112	120	121
260	129	259
260	121	129
259	137	258
259	129	137
258	145	257
258	137	145
257	153	256
257	145	153
256	161	255
256	153	161
255	169	177
255	161	169
9	1	224
9	224	261
17	9	261
17	261	262
25	17	262
25	262	263
33	25	263
33	263	264
41	33	264
41	264	265
49	41	265
49	265	266
57	49	266
57	266	65
261	224	216
261	216	267
267	216	208
267	208	273
273	208	200
273	200	279
279	200	192
279	192	285
285	192	184
285	184	291
261	267	262
267	268	262
267	273	268
273	274	268
273	279	274
279	280	274
279	285	280
285	286	280
285	291	286
291	292	286
262	268	263
268	269	263
268	274	269
274	275	269
274	280	275
280	281	275
280	286	281
286	287	281
286	292	287
292	293	287
263	269	264
269	270	264
269	275	270
275	276	270
275	281	276
281	282	276
281	287	282
287	288	282
287	293	288
293	294	288
264	270	265
270	271	265
270	276	271
276	277	271
276	282	277
282	283	277
282	288	283
288	289	283
288	294	289
294	295	289
265	271	266
271	272	266
271	277	272
277	278	272
277	283	278
283	284	278
283	289	284
289	290	284
289	295	290
295	296	290
65	266	272
65	272	73
73	272	278
73	278	81
81	278	284
81	284	89
89	284	290
